storm_id,timestamp,frame_number,latitude,longitude,radius_km,stage,intensity,speed_kmh,direction_deg
S000386,2026-06-19 16:15:00,32,18.0182,83.47796,7.79,inactive,0.0,13.72,37.9
S000389,2026-06-19 16:15:00,32,25.5263,90.49777,15.72,developing,0.481,18.56,319.6
S000390,2026-06-19 16:15:00,32,25.2908,87.93201,9.08,dissipating,0.055,26.29,326.2
S000396,2026-06-19 16:15:00,32,25.76818,84.08223,2.75,inactive,0.0,8.18,104.1
S000400,2026-06-19 16:15:00,32,22.57328,73.32369,5.91,developing,0.721,22.88,30.9
S000403,2026-06-19 16:15:00,32,20.21577,85.92967,2.9,dissipating,0.293,17.57,161.8
S000409,2026-06-19 16:15:00,32,23.93555,92.71722,12.4,developing,0.507,31.8,354.7
S000421,2026-06-19 16:15:00,32,26.99573,93.35798,11.62,developing,0.664,24.52,244.0
S000422,2026-06-19 16:15:00,32,25.44205,82.01333,12.48,dissipating,0.547,14.02,83.5
S000430,2026-06-19 16:15:00,32,11.20153,76.99821,5.83,inactive,0.0,12.67,21.0
S000438,2026-06-19 16:15:00,32,34.40252,75.74851,5.15,developing,0.854,7.7,170.8
S000448,2026-06-19 16:15:00,32,25.37361,91.09332,3.34,developing,0.49,28.23,230.7
S000449,2026-06-19 16:15:00,32,19.02452,72.86791,1.5,inactive,0.0,33.03,337.6
S000458,2026-06-19 16:15:00,32,15.74743,77.53089,9.57,dissipating,0.516,26.96,259.1
S000469,2026-06-19 16:15:00,32,21.63854,86.92394,8.15,dissipating,0.912,22.95,15.5
S000476,2026-06-19 16:15:00,32,30.91357,75.99428,4.09,dissipating,0.987,17.29,95.0
S000478,2026-06-19 16:15:00,32,25.2571,87.04164,7.45,inactive,0.0,15.61,305.4
S000487,2026-06-19 16:15:00,32,9.88498,76.19697,19.07,developing,0.699,11.0,242.4
S000493,2026-06-19 16:15:00,32,26.88326,82.77148,7.13,inactive,0.0,32.85,90.4
S000499,2026-06-19 16:15:00,32,25.76699,87.48326,2.22,inactive,0.0,15.36,269.1
S000523,2026-06-19 16:15:00,32,18.00984,79.629,2.61,inactive,0.0,25.72,351.7
S000537,2026-06-19 16:15:00,32,21.29817,72.70993,4.28,developing,0.67,18.23,301.7
S000538,2026-06-19 16:15:00,32,20.82667,78.15658,2.85,dissipating,0.536,29.68,110.0
S000546,2026-06-19 16:15:00,32,19.83031,75.36293,6.14,developing,0.461,14.9,163.6
S000551,2026-06-19 16:15:00,32,25.79964,91.92805,6.75,dissipating,0.214,14.21,148.5
S000552,2026-06-19 16:15:00,32,26.27299,94.46325,6.29,inactive,0.0,6.45,196.9
S000290,2026-06-19 16:45:00,33,25.40011,91.50429,10.43,developing,0.741,28.15,240.0
S000296,2026-06-19 16:45:00,33,24.93708,93.68387,5.63,dissipating,0.212,12.8,297.1
S000305,2026-06-19 16:45:00,33,27.44908,88.76775,12.65,developing,0.746,13.48,45.1
S000306,2026-06-19 16:45:00,33,22.19654,88.2585,9.61,dissipating,0.097,13.51,174.7
S000324,2026-06-19 16:45:00,33,8.61132,77.33761,5.61,developing,0.825,30.93,78.8
S000332,2026-06-19 16:45:00,33,26.8111,93.04247,11.1,developing,0.488,34.1,70.6
S000336,2026-06-19 16:45:00,33,26.48997,80.69118,9.7,dissipating,0.769,33.06,85.6
S000341,2026-06-19 16:45:00,33,26.76952,80.84651,10.88,dissipating,0.854,8.01,232.2
S000353,2026-06-19 16:45:00,33,26.27639,83.24574,4.21,dissipating,0.823,13.74,351.9
S000355,2026-06-19 16:45:00,33,22.52467,76.1221,18.42,developing,0.97,22.82,126.5
S000379,2026-06-19 16:45:00,33,20.62242,78.03635,6.79,dissipating,0.338,26.69,142.6
S000380,2026-06-19 16:45:00,33,25.45376,81.83681,5.26,inactive,0.0,32.82,108.7
S000389,2026-06-19 16:45:00,33,25.58998,90.4378,21.79,dissipating,0.924,18.56,319.6
S000396,2026-06-19 16:45:00,33,25.75948,84.12082,4.13,developing,0.336,8.18,104.1
S000398,2026-06-19 16:45:00,33,26.40068,94.5112,3.36,inactive,0.0,27.94,243.9
S000400,2026-06-19 16:45:00,33,22.66167,73.38101,6.95,dissipating,0.964,22.88,30.9
S000409,2026-06-19 16:45:00,33,24.07819,92.70265,17.58,dissipating,0.998,31.8,354.7
S000421,2026-06-19 16:45:00,33,26.94734,93.24649,13.91,dissipating,0.927,24.52,244.0
S000422,2026-06-19 16:45:00,33,25.44923,82.08279,8.49,dissipating,0.16,14.02,83.5
S000438,2026-06-19 16:45:00,33,34.3683,75.75523,4.16,dissipating,0.56,7.7,170.8
S000448,2026-06-19 16:45:00,33,25.29304,90.98437,4.59,developing,0.924,28.23,230.7
S000449,2026-06-19 16:45:00,33,19.14576,72.81496,3.05,developing,0.749,33.03,337.6
S000458,2026-06-19 16:45:00,33,15.72452,77.40692,7.21,dissipating,0.224,26.96,259.1
S000469,2026-06-19 16:45:00,33,21.73815,86.95371,3.65,dissipating,0.041,22.95,15.5
S000476,2026-06-19 16:45:00,33,30.90685,76.08472,3.02,dissipating,0.557,17.29,95.0
S000478,2026-06-19 16:45:00,33,25.28285,87.00162,9.87,developing,0.217,15.61,305.4
S000487,2026-06-19 16:45:00,33,9.86205,76.15241,18.12,dissipating,0.631,11.0,242.4
S000493,2026-06-19 16:45:00,33,26.88244,82.89588,13.49,developing,0.595,32.85,90.4
S000499,2026-06-19 16:45:00,33,25.76641,87.4405,3.37,developing,0.347,15.36,269.1
S000523,2026-06-19 16:45:00,33,18.09143,79.61643,4.45,developing,0.471,25.72,351.7
S000537,2026-06-19 16:45:00,33,21.34138,72.63501,4.86,dissipating,0.853,18.23,301.7
S000538,2026-06-19 16:45:00,33,20.78094,78.29109,1.58,inactive,0.0,29.68,110.0
S000546,2026-06-19 16:45:00,33,19.76594,75.38308,8.99,dissipating,0.986,14.9,163.6
S000290,2026-06-19 17:15:00,34,25.33679,91.38247,12.21,developing,0.98,28.15,240.0
S000296,2026-06-19 17:15:00,34,24.96335,93.62733,4.27,inactive,0.0,12.8,297.1
S000305,2026-06-19 17:15:00,34,27.49197,88.81613,14.87,developing,0.993,13.48,45.1
S000316,2026-06-19 17:15:00,34,16.51005,80.57333,6.27,developing,0.173,21.94,271.3
S000319,2026-06-19 17:15:00,34,27.39653,88.5635,4.18,developing,0.098,32.4,345.3
S000324,2026-06-19 17:15:00,34,8.63848,77.47579,5.68,dissipating,0.844,30.93,78.8
S000332,2026-06-19 17:15:00,34,26.86204,93.20471,14.32,developing,0.822,34.1,70.6
S000336,2026-06-19 17:15:00,34,26.50149,80.85704,4.5,inactive,0.0,33.06,85.6
S000341,2026-06-19 17:15:00,34,26.74739,80.81455,8.81,dissipating,0.565,8.01,232.2
S000353,2026-06-19 17:15:00,34,26.33765,83.23598,3.66,dissipating,0.627,13.74,351.9
S000355,2026-06-19 17:15:00,34,22.46347,76.21164,14.64,dissipating,0.634,22.82,126.5
S000379,2026-06-19 17:15:00,34,20.52686,78.11448,4.5,inactive,0.0,26.69,142.6
S000380,2026-06-19 17:15:00,34,25.41961,81.94877,9.98,developing,0.598,32.82,108.7
S000389,2026-06-19 17:15:00,34,25.65366,90.37782,16.14,dissipating,0.512,18.56,319.6
S000396,2026-06-19 17:15:00,34,25.75053,84.16051,5.55,developing,0.681,8.18,104.1
S000398,2026-06-19 17:15:00,34,26.34537,94.38508,6.62,developing,0.647,27.94,243.9
S000400,2026-06-19 17:15:00,34,22.75007,73.43832,5.86,dissipating,0.709,22.88,30.9
S000409,2026-06-19 17:15:00,34,24.22082,92.68807,14.04,dissipating,0.663,31.8,354.7
S000414,2026-06-19 17:15:00,34,26.37652,92.77048,9.91,developing,0.244,32.08,74.9
S000416,2026-06-19 17:15:00,34,21.73399,80.19409,6.54,inactive,0.0,29.13,76.4
S000421,2026-06-19 17:15:00,34,26.89895,93.13501,10.54,dissipating,0.54,24.52,244.0
S000438,2026-06-19 17:15:00,34,34.33407,75.76196,2.39,dissipating,0.037,7.7,170.8
S000440,2026-06-19 17:15:00,34,11.62246,92.68053,5.56,inactive,0.0,9.51,73.3
S000448,2026-06-19 17:15:00,34,25.21248,90.87542,3.41,dissipating,0.514,28.23,230.7
S000449,2026-06-19 17:15:00,34,19.28327,72.75491,1.75,dissipating,0.144,33.03,337.6
S000458,2026-06-19 17:15:00,34,15.70162,77.28295,5.4,inactive,0.0,26.96,259.1
S000460,2026-06-19 17:15:00,34,29.40753,79.46844,5.29,inactive,0.0,22.29,50.7
S000476,2026-06-19 17:15:00,34,30.90013,76.17516,1.96,dissipating,0.126,17.29,95.0
S000478,2026-06-19 17:15:00,34,25.32362,86.93825,13.71,developing,0.561,15.61,305.4
S000486,2026-06-19 17:15:00,34,19.08306,82.03088,4.4,developing,0.007,10.86,329.2
S000487,2026-06-19 17:15:00,34,9.83913,76.10784,9.31,inactive,0.0,11.0,242.4
S000493,2026-06-19 17:15:00,34,26.88134,83.06176,14.81,dissipating,0.718,32.85,90.4
S000499,2026-06-19 17:15:00,34,25.76535,87.36368,5.45,developing,0.971,15.36,269.1
S000507,2026-06-19 17:15:00,34,25.00638,88.05987,8.13,inactive,0.0,32.97,84.4
S000523,2026-06-19 17:15:00,34,18.20608,79.59877,6.21,dissipating,0.919,25.72,351.7
S000529,2026-06-19 17:15:00,34,24.79555,85.00953,9.67,developing,0.137,16.54,57.3
S000531,2026-06-19 17:15:00,34,25.63139,94.1585,7.86,developing,0.208,15.06,244.6
S000537,2026-06-19 17:15:00,34,21.38459,72.56009,3.04,dissipating,0.283,18.23,301.7
S000546,2026-06-19 17:15:00,34,19.70157,75.40323,6.52,dissipating,0.532,14.9,163.6
S000290,2026-06-19 17:45:00,35,25.27346,91.26065,9.94,dissipating,0.675,28.15,240.0
S000294,2026-06-19 17:45:00,35,25.7268,84.26503,1.61,developing,0.016,33.85,107.6
S000305,2026-06-19 17:45:00,35,27.53487,88.86451,11.99,dissipating,0.671,13.48,45.1
S000316,2026-06-19 17:45:00,35,16.51222,80.4703,12.11,dissipating,0.953,21.94,271.3
S000319,2026-06-19 17:45:00,35,27.53775,88.5219,6.52,developing,0.526,32.4,345.3
S000324,2026-06-19 17:45:00,35,8.66563,77.61396,4.28,dissipating,0.471,30.93,78.8
S000332,2026-06-19 17:45:00,35,26.91298,93.36695,13.78,dissipating,0.767,34.1,70.6
S000339,2026-06-19 17:45:00,35,26.70204,94.21344,7.56,developing,0.128,25.2,228.2
S000341,2026-06-19 17:45:00,35,26.72525,80.78259,6.74,dissipating,0.275,8.01,232.2
S000342,2026-06-19 17:45:00,35,21.98578,78.84488,7.07,developing,0.133,30.04,265.5
S000353,2026-06-19 17:45:00,35,26.39891,83.22623,3.1,dissipating,0.431,13.74,351.9
S000355,2026-06-19 17:45:00,35,22.40226,76.30117,10.01,dissipating,0.223,22.82,126.5
S000369,2026-06-19 17:45:00,35,24.72401,85.03144,3.29,inactive,0.0,13.14,21.0
S000374,2026-06-19 17:45:00,35,30.85391,75.85611,5.27,developing,0.003,28.12,76.0
S000378,2026-06-19 17:45:00,35,11.32416,75.71049,2.12,inactive,0.0,8.71,211.4
S000380,2026-06-19 17:45:00,35,25.37228,82.1039,10.88,dissipating,0.712,32.82,108.7
S000384,2026-06-19 17:45:00,35,26.50722,88.79978,2.41,inactive,0.0,16.64,335.2
S000389,2026-06-19 17:45:00,35,25.71735,90.31784,10.5,dissipating,0.1,18.56,319.6
S000394,2026-06-19 17:45:00,35,22.05019,79.04278,6.34,inactive,0.0,29.75,108.3
S000396,2026-06-19 17:45:00,35,25.74158,84.2002,6.72,dissipating,0.964,8.18,104.1
S000398,2026-06-19 17:45:00,35,26.29003,94.2589,6.82,dissipating,0.687,27.94,243.9
S000400,2026-06-19 17:45:00,35,22.83846,73.49563,4.78,dissipating,0.455,22.88,30.9
S000405,2026-06-19 17:45:00,35,26.07388,83.08975,13.86,developing,0.572,11.99,298.0
S000409,2026-06-19 17:45:00,35,24.36346,92.67349,10.51,dissipating,0.328,31.8,354.7
S000414,2026-06-19 17:45:00,35,26.41424,92.92615,15.24,developing,0.733,32.08,74.9
S000416,2026-06-19 17:45:00,35,21.75441,80.28462,8.95,developing,0.246,29.13,76.4
S000421,2026-06-19 17:45:00,35,26.85056,93.02353,7.17,dissipating,0.154,24.52,244.0
S000434,2026-06-19 17:45:00,35,23.28911,87.85429,3.99,inactive,0.0,28.13,207.1
S000440,2026-06-19 17:45:00,35,11.63315,92.71683,8.65,developing,0.37,9.51,73.3
S000447,2026-06-19 17:45:00,35,19.81331,75.35175,7.73,developing,0.047,6.71,64.1
S000448,2026-06-19 17:45:00,35,25.13191,90.76647,1.92,inactive,0.0,28.23,230.7
S000456,2026-06-19 17:45:00,35,23.84252,91.28719,7.87,inactive,0.0,13.12,121.3
S000460,2026-06-19 17:45:00,35,29.45194,79.53074,11.33,developing,0.762,22.29,50.7
S000478,2026-06-19 17:45:00,35,25.36438,86.87489,17.55,developing,0.905,15.61,305.4
S000486,2026-06-19 17:45:00,35,19.12506,82.00434,6.94,developing,0.396,10.86,329.2
S000493,2026-06-19 17:45:00,35,26.88024,83.22763,8.66,dissipating,0.144,32.85,90.4
S000499,2026-06-19 17:45:00,35,25.7643,87.28687,3.27,dissipating,0.317,15.36,269.1
S000507,2026-06-19 17:45:00,35,25.01511,88.15798,10.6,developing,0.203,32.97,84.4
S000508,2026-06-19 17:45:00,35,25.52233,90.59276,9.14,developing,0.112,11.68,286.2
S000523,2026-06-19 17:45:00,35,18.32073,79.58111,4.63,dissipating,0.517,25.72,351.7
S000529,2026-06-19 17:45:00,35,24.83577,85.07864,18.7,developing,0.888,16.54,57.3
S000531,2026-06-19 17:45:00,35,25.60233,94.0905,13.35,dissipating,0.82,15.06,244.6
S000543,2026-06-19 17:45:00,35,27.29395,92.47783,5.34,inactive,0.0,8.53,255.0
S000546,2026-06-19 17:45:00,35,19.6372,75.42338,4.05,dissipating,0.077,14.9,163.6
S000288,2026-06-19 18:15:00,36,31.63812,74.96405,8.37,developing,0.173,25.12,42.2
S000290,2026-06-19 18:15:00,36,25.21014,91.13883,7.32,dissipating,0.32,28.15,240.0
S000294,2026-06-19 18:15:00,36,25.68059,84.42635,3.03,developing,0.616,33.85,107.6
S000305,2026-06-19 18:15:00,36,27.57776,88.91288,8.95,dissipating,0.333,13.48,45.1
S000315,2026-06-19 18:15:00,36,15.4805,73.87287,3.0,inactive,0.0,26.51,248.7
S000316,2026-06-19 18:15:00,36,16.5144,80.36727,8.17,dissipating,0.427,21.94,271.3
S000319,2026-06-19 18:15:00,36,27.67896,88.48029,8.86,developing,0.955,32.4,345.3
S000324,2026-06-19 18:15:00,36,8.69279,77.75214,2.88,dissipating,0.099,30.93,78.8
S000327,2026-06-19 18:15:00,36,13.25826,75.74847,7.33,inactive,0.0,17.86,134.0
S000332,2026-06-19 18:15:00,36,26.96393,93.52919,9.0,dissipating,0.269,34.1,70.6
S000339,2026-06-19 18:15:00,36,26.62642,94.11866,12.17,developing,0.612,25.2,228.2
S000341,2026-06-19 18:15:00,36,26.70311,80.75062,4.77,inactive,0.0,8.01,232.2
S000342,2026-06-19 18:15:00,36,21.97518,78.69942,14.05,dissipating,0.922,30.04,265.5
S000353,2026-06-19 18:15:00,36,26.46017,83.21647,2.55,dissipating,0.235,13.74,351.9
S000355,2026-06-19 18:15:00,36,22.34105,76.39071,7.5,inactive,0.0,22.82,126.5
S000357,2026-06-19 18:15:00,36,25.62416,85.137,9.22,developing,0.299,12.06,330.1
S000369,2026-06-19 18:15:00,36,24.77745,85.05403,5.38,developing,0.422,13.14,21.0
S000374,2026-06-19 18:15:00,36,30.8845,75.99928,10.89,developing,0.717,28.12,76.0
S000378,2026-06-19 18:15:00,36,11.29445,75.69198,5.25,developing,0.981,8.71,211.4
S000380,2026-06-19 18:15:00,36,25.32496,82.25903,6.48,dissipating,0.155,32.82,108.7
S000384,2026-06-19 18:15:00,36,26.54539,88.78007,3.89,developing,0.41,16.64,335.2
S000394,2026-06-19 18:15:00,36,22.02301,79.13163,9.87,developing,0.37,29.75,108.3
S000396,2026-06-19 18:15:00,36,25.73263,84.23989,4.76,dissipating,0.489,8.18,104.1
S000398,2026-06-19 18:15:00,36,26.23469,94.13272,3.36,dissipating,0.0,27.94,243.9
S000400,2026-06-19 18:15:00,36,22.92686,73.55294,3.69,dissipating,0.2,22.88,30.9
S000405,2026-06-19 18:15:00,36,26.09926,83.03666,12.48,dissipating,0.448,11.99,298.0
S000409,2026-06-19 18:15:00,36,24.50609,92.65891,7.04,inactive,0.0,31.8,354.7
S000414,2026-06-19 18:15:00,36,26.45196,93.08182,16.46,dissipating,0.846,32.08,74.9
S000416,2026-06-19 18:15:00,36,21.78537,80.4219,12.61,developing,0.62,29.13,76.4
S000434,2026-06-19 18:15:00,36,23.20669,87.80839,5.95,developing,0.328,28.13,207.1
S000440,2026-06-19 18:15:00,36,11.64548,92.75872,12.21,developing,0.797,9.51,73.3
S000442,2026-06-19 18:15:00,36,22.48412,88.35045,4.61,inactive,0.0,19.66,258.6
S000447,2026-06-19 18:15:00,36,19.82653,75.38062,12.97,developing,0.531,6.71,64.1
S000452,2026-06-19 18:15:00,36,12.00032,79.86506,4.63,inactive,0.0,28.68,312.7
S000456,2026-06-19 18:15:00,36,23.81789,91.33151,12.4,developing,0.383,13.12,121.3
S000460,2026-06-19 18:15:00,36,29.51554,79.61996,7.5,dissipating,0.278,22.29,50.7
S000467,2026-06-19 18:15:00,36,12.92299,74.84026,1.72,developing,0.057,15.04,329.8
S000478,2026-06-19 18:15:00,36,25.40515,86.81153,14.76,dissipating,0.654,15.61,305.4
S000479,2026-06-19 18:15:00,36,27.52777,93.84945,7.15,inactive,0.0,7.7,18.7
S000486,2026-06-19 18:15:00,36,19.16707,81.97779,9.49,developing,0.785,10.86,329.2
S000507,2026-06-19 18:15:00,36,25.02962,88.32106,14.71,developing,0.539,32.97,84.4
S000508,2026-06-19 18:15:00,36,25.53701,90.5368,13.67,developing,0.498,11.68,286.2
S000523,2026-06-19 18:15:00,36,18.43538,79.56345,3.06,dissipating,0.116,25.72,351.7
S000529,2026-06-19 18:15:00,36,24.87598,85.14776,13.91,dissipating,0.49,16.54,57.3
S000531,2026-06-19 18:15:00,36,25.57326,94.02251,5.99,inactive,0.0,15.06,244.6
S000543,2026-06-19 18:15:00,36,27.28552,92.4425,8.08,developing,0.343,8.53,255.0
S000286,2026-06-19 18:45:00,37,22.79708,86.20643,5.76,developing,0.095,6.65,305.4
S000288,2026-06-19 18:45:00,37,31.72191,75.05337,12.04,developing,0.542,25.12,42.2
S000290,2026-06-19 18:45:00,37,25.14681,91.01701,4.94,inactive,0.0,28.15,240.0
S000294,2026-06-19 18:45:00,37,25.63439,84.58767,3.3,dissipating,0.731,33.85,107.6
S000305,2026-06-19 18:45:00,37,27.62066,88.96126,5.97,inactive,0.0,13.48,45.1
S000315,2026-06-19 18:45:00,37,15.45137,73.7954,5.55,developing,0.567,26.51,248.7
S000316,2026-06-19 18:45:00,37,16.51657,80.26424,4.98,inactive,0.0,21.94,271.3
S000319,2026-06-19 18:45:00,37,27.82017,88.43869,6.17,dissipating,0.463,32.4,345.3
S000321,2026-06-19 18:45:00,37,21.23495,81.55596,2.6,developing,0.087,5.65,90.9
S000327,2026-06-19 18:45:00,37,13.21289,75.79679,17.21,developing,0.899,17.86,134.0
S000332,2026-06-19 18:45:00,37,27.01487,93.69143,6.41,inactive,0.0,34.1,70.6
S000333,2026-06-19 18:45:00,37,13.3785,75.81649,7.77,inactive,0.0,30.64,292.4
S000339,2026-06-19 18:45:00,37,26.55079,94.02388,14.87,dissipating,0.896,25.2,228.2
S000342,2026-06-19 18:45:00,37,21.96457,78.55396,5.9,inactive,0.0,30.04,265.5
S000353,2026-06-19 18:45:00,37,26.52143,83.20672,2.0,dissipating,0.039,13.74,351.9
S000357,2026-06-19 18:45:00,37,25.67124,85.10694,15.09,dissipating,0.915,12.06,330.1
S000358,2026-06-19 18:45:00,37,26.12543,85.31964,6.3,inactive,0.0,7.71,42.9
S000369,2026-06-19 18:45:00,37,24.8327,85.07738,7.53,developing,0.858,13.14,21.0
S000373,2026-06-19 18:45:00,37,22.88442,92.72944,6.82,inactive,0.0,8.12,45.7
S000374,2026-06-19 18:45:00,37,30.9151,76.14245,11.3,dissipating,0.768,28.12,76.0
S000375,2026-06-19 18:45:00,37,13.99188,75.49412,1.63,inactive,0.0,6.62,15.1
S000378,2026-06-19 18:45:00,37,11.26095,75.67111,2.45,dissipating,0.103,8.71,211.4
S000384,2026-06-19 18:45:00,37,26.61342,88.74493,5.6,dissipating,0.882,16.64,335.2
S000392,2026-06-19 18:45:00,37,26.89277,82.7871,1.69,inactive,0.0,8.7,179.9
S000394,2026-06-19 18:45:00,37,21.98101,79.26891,15.31,developing,0.943,29.75,108.3
S000396,2026-06-19 18:45:00,37,25.72368,84.27958,2.8,dissipating,0.013,8.18,104.1
S000400,2026-06-19 18:45:00,37,23.01526,73.61026,2.84,inactive,0.0,22.88,30.9
S000405,2026-06-19 18:45:00,37,26.12465,82.98358,7.46,inactive,0.0,11.99,298.0
S000414,2026-06-19 18:45:00,37,26.48967,93.23749,12.79,dissipating,0.508,32.08,74.9
S000416,2026-06-19 18:45:00,37,21.81633,80.55918,16.27,developing,0.993,29.13,76.4
S000431,2026-06-19 18:45:00,37,23.24931,77.47257,3.96,developing,0.083,20.55,124.0
S000434,2026-06-19 18:45:00,37,23.09387,87.74557,8.64,developing,0.776,28.13,207.1
S000440,2026-06-19 18:45:00,37,11.65781,92.8006,12.26,dissipating,0.802,9.51,73.3
S000442,2026-06-19 18:45:00,37,22.47306,88.29111,8.21,developing,0.52,19.66,258.6
S000447,2026-06-19 18:45:00,37,19.83974,75.40949,17.93,dissipating,0.989,6.71,64.1
S000452,2026-06-19 18:45:00,37,12.08266,79.7737,7.82,developing,0.461,28.68,312.7
S000456,2026-06-19 18:45:00,37,23.7872,91.38672,18.04,developing,0.861,13.12,121.3
S000467,2026-06-19 18:45:00,37,12.98152,74.80525,3.31,developing,0.729,15.04,329.8
S000478,2026-06-19 18:45:00,37,25.44592,86.74817,9.41,dissipating,0.176,15.61,305.4
S000479,2026-06-19 18:45:00,37,27.55143,93.8585,12.71,developing,0.518,7.7,18.7
S000486,2026-06-19 18:45:00,37,19.20908,81.95125,9.69,dissipating,0.816,10.86,329.2
S000495,2026-06-19 18:45:00,37,28.07681,73.22991,6.6,developing,0.102,12.57,198.4
S000507,2026-06-19 18:45:00,37,25.04412,88.48413,18.82,developing,0.876,32.97,84.4
S000508,2026-06-19 18:45:00,37,25.55169,90.48084,18.19,developing,0.883,11.68,286.2
S000528,2026-06-19 18:45:00,37,19.11906,72.97769,4.94,inactive,0.0,16.8,42.3
S000529,2026-06-19 18:45:00,37,24.9162,85.21687,8.02,inactive,0.0,16.54,57.3
S000543,2026-06-19 18:45:00,37,27.27556,92.40073,11.33,developing,0.749,8.53,255.0
S000286,2026-06-19 19:15:00,38,22.81444,86.17994,9.56,developing,0.597,6.65,305.4
S000288,2026-06-19 19:15:00,38,31.80569,75.1427,15.72,developing,0.911,25.12,42.2
S000294,2026-06-19 19:15:00,38,25.58818,84.74898,1.58,inactive,0.0,33.85,107.6
S000315,2026-06-19 19:15:00,38,15.40796,73.67997,4.81,dissipating,0.403,26.51,248.7
S000319,2026-06-19 19:15:00,38,27.96138,88.39709,3.64,inactive,0.0,32.4,345.3
S000321,2026-06-19 19:15:00,38,21.23454,81.58327,3.89,developing,0.461,5.65,90.9
S000327,2026-06-19 19:15:00,38,13.15704,75.85627,9.22,dissipating,0.171,17.86,134.0
S000333,2026-06-19 19:15:00,38,13.42335,75.70471,12.63,developing,0.417,30.64,292.4
S000339,2026-06-19 19:15:00,38,26.47516,93.92911,9.96,dissipating,0.38,25.2,228.2
S000357,2026-06-19 19:15:00,38,25.71832,85.07688,9.76,dissipating,0.356,12.06,330.1
S000358,2026-06-19 19:15:00,38,26.14516,85.34006,14.66,developing,0.884,7.71,42.9
S000369,2026-06-19 19:15:00,38,24.88795,85.10073,6.28,dissipating,0.605,13.14,21.0
S000373,2026-06-19 19:15:00,38,22.90905,92.7568,11.74,developing,0.481,8.12,45.7
S000374,2026-06-19 19:15:00,38,30.94569,76.28562,8.27,dissipating,0.383,28.12,76.0
S000375,2026-06-19 19:15:00,38,14.00643,75.49817,2.34,developing,0.288,6.62,15.1
S000384,2026-06-19 19:15:00,38,26.68145,88.7098,3.38,dissipating,0.269,16.64,335.2
S000388,2026-06-19 19:15:00,38,24.83232,94.00698,7.5,inactive,0.0,24.1,307.8
S000392,2026-06-19 19:15:00,38,26.86936,82.78716,3.25,developing,0.612,8.7,179.9
S000393,2026-06-19 19:15:00,38,20.25052,85.77527,3.87,developing,0.009,16.86,339.7
S000394,2026-06-19 19:15:00,38,21.93902,79.4062,9.03,dissipating,0.282,29.75,108.3
S000411,2026-06-19 19:15:00,38,23.05521,83.22544,11.51,developing,0.332,34.93,138.2
S000414,2026-06-19 19:15:00,38,26.52739,93.39317,9.11,dissipating,0.17,32.08,74.9
S000416,2026-06-19 19:15:00,38,21.84729,80.69646,12.2,dissipating,0.577,29.13,76.4
S000431,2026-06-19 19:15:00,38,23.19754,77.55611,6.66,developing,0.593,20.55,124.0
S000434,2026-06-19 19:15:00,38,22.98105,87.68275,9.19,dissipating,0.867,28.13,207.1
S000440,2026-06-19 19:15:00,38,11.67014,92.84248,9.12,dissipating,0.426,9.51,73.3
S000442,2026-06-19 19:15:00,38,22.45554,88.19717,9.91,dissipating,0.767,19.66,258.6
S000444,2026-06-19 19:15:00,38,26.93701,80.89708,6.6,inactive,0.0,20.78,357.0
S000447,2026-06-19 19:15:00,38,19.85296,75.43835,14.24,dissipating,0.648,6.71,64.1
S000452,2026-06-19 19:15:00,38,12.17019,79.67657,11.23,developing,0.951,28.68,312.7
S000456,2026-06-19 19:15:00,38,23.75652,91.44193,15.29,dissipating,0.628,13.12,121.3
S000467,2026-06-19 19:15:00,38,13.04005,74.77023,3.02,dissipating,0.606,15.04,329.8
S000479,2026-06-19 19:15:00,38,27.58429,93.87106,15.68,dissipating,0.795,7.7,18.7
S000486,2026-06-19 19:15:00,38,19.25108,81.9247,7.0,dissipating,0.404,10.86,329.2
S000495,2026-06-19 19:15:00,38,28.02306,73.20962,8.92,developing,0.372,12.57,198.4
S000507,2026-06-19 19:15:00,38,25.05863,88.6472,16.54,dissipating,0.689,32.97,84.4
S000508,2026-06-19 19:15:00,38,25.56638,90.42488,17.17,dissipating,0.796,11.68,286.2
S000514,2026-06-19 19:15:00,38,23.16489,77.42402,2.26,inactive,0.0,26.94,151.5
S000528,2026-06-19 19:15:00,38,19.17404,73.03058,5.2,dissipating,0.035,16.8,42.3
S000543,2026-06-19 19:15:00,38,27.26559,92.35897,12.67,dissipating,0.916,8.53,255.0
S000544,2026-06-19 19:15:00,38,23.09668,80.0052,3.08,inactive,0.0,25.95,107.2
S000279,2026-06-19 19:45:00,39,21.51795,83.94478,4.38,developing,0.067,25.97,128.6
S000286,2026-06-19 19:45:00,39,22.8318,86.15344,11.86,dissipating,0.901,6.65,305.4
S000288,2026-06-19 19:45:00,39,31.88948,75.23202,14.31,dissipating,0.77,25.12,42.2
S000293,2026-06-19 19:45:00,39,26.79225,80.88221,1.56,inactive,0.0,6.27,300.1
S000321,2026-06-19 19:45:00,39,21.23413,81.61058,5.18,developing,0.835,5.65,90.9
S000333,2026-06-19 19:45:00,39,13.47597,75.57354,18.34,developing,0.907,30.64,292.4
S000339,2026-06-19 19:45:00,39,26.39954,93.83433,6.34,inactive,0.0,25.2,228.2
S000350,2026-06-19 19:45:00,39,19.04527,82.11963,7.39,inactive,0.0,10.24,259.5
